media,month,total,query_total
lesechos,2012-09,3217,124
lesechos,2012-10,4082,118
lesechos,2012-11,3710,154
lesechos,2012-12,3068,111
lesechos,2013-01,3314,125
lesechos,2013-02,3235,90
lesechos,2013-03,3340,106
lesechos,2013-04,3497,137
lesechos,2013-05,2858,97
lesechos,2013-06,3473,107
lesechos,2013-07,3191,158
lesechos,2013-08,2162,82
lesechos,2013-09,3397,144
lesechos,2013-10,3612,124
lesechos,2013-11,3221,113
lesechos,2013-12,2877,83
lesechos,2014-01,3355,125
lesechos,2014-02,3127,118
lesechos,2014-03,3647,119
lesechos,2014-04,3369,152
lesechos,2014-05,3655,143
lesechos,2014-06,4067,159
lesechos,2014-07,3327,98
lesechos,2014-08,2434,103
lesechos,2014-09,4375,162
lesechos,2014-10,4490,196
lesechos,2014-11,3776,172
lesechos,2014-12,3781,171
lesechos,2015-01,3887,125
lesechos,2015-02,3769,122
lesechos,2015-03,4234,148
lesechos,2015-04,3632,108
lesechos,2015-05,3164,137
lesechos,2015-06,4151,181
lesechos,2015-07,3211,133
lesechos,2015-08,2510,106
lesechos,2015-09,4104,222
lesechos,2015-10,4288,251
lesechos,2015-11,4079,338
lesechos,2015-12,3586,284
lesechos,2016-01,4285,174
lesechos,2016-02,4138,159
lesechos,2016-03,4066,134
lesechos,2016-04,3721,151
lesechos,2016-05,3565,123
lesechos,2016-06,4163,173
lesechos,2016-07,3124,102
lesechos,2016-08,2497,104
lesechos,2016-09,3990,167
lesechos,2016-10,3892,159
lesechos,2016-11,3844,237
lesechos,2016-12,3302,152
lesechos,2017-01,4048,201
lesechos,2017-02,3628,158
lesechos,2017-03,4390,167
lesechos,2017-04,3537,148
lesechos,2017-05,3896,230
lesechos,2017-06,4269,265
lesechos,2017-07,3272,195
lesechos,2017-08,2518,120
lesechos,2017-09,4440,296
lesechos,2017-10,5600,317
lesechos,2017-11,4826,275
lesechos,2017-12,4272,301
lesechos,2018-01,4891,239
lesechos,2018-02,4650,200
lesechos,2018-03,5215,223
lesechos,2018-04,4289,207
lesechos,2018-05,4477,224
lesechos,2018-06,5023,271
lesechos,2018-07,2734,159
lesechos,2018-08,3428,228
lesechos,2018-09,4860,342
lesechos,2018-10,5416,411
lesechos,2018-11,3486,329
lesechos,2018-12,3115,300
lesechos,2019-01,3074,188
lesechos,2019-02,2902,196
lesechos,2019-03,3005,238
lesechos,2019-04,2615,211
lesechos,2019-05,2569,252
lesechos,2019-06,2732,245
lesechos,2019-07,2383,251
lesechos,2019-08,1681,157
lesechos,2019-09,2740,277
lesechos,2019-10,2957,254
lesechos,2019-11,2578,259
lesechos,2019-12,2669,361
lesechos,2020-01,3030,314
lesechos,2020-02,2766,278
lesechos,2020-03,3200,191
lesechos,2020-04,2782,175
lesechos,2020-05,2372,196
lesechos,2020-06,2729,295
lesechos,2020-07,2344,287
lesechos,2020-08,1694,148
lesechos,2020-09,2723,354
lesechos,2020-10,2764,296
lesechos,2020-11,2698,264
lesechos,2020-12,2556,309
lesechos,2021-01,2632,290
lesechos,2021-02,2440,275
lesechos,2021-03,2873,348
lesechos,2021-04,2461,318
lesechos,2021-05,2353,288
lesechos,2021-06,2836,357
lesechos,2021-07,2333,293
lesechos,2021-08,1888,223
lesechos,2021-09,2894,404
lesechos,2021-10,2869,469
lesechos,2021-11,2687,411
lesechos,2021-12,2566,326
lesechos,2022-01,2805,396
lesechos,2022-02,2673,358
lesechos,2022-03,3153,438
lesechos,2022-04,2665,380
lesechos,2022-05,2565,379
lesechos,2022-06,2682,435
lesechos,2022-07,2204,341
lesechos,2022-08,1885,347
lesechos,2022-09,2885,485
lesechos,2022-10,2636,388
lesechos,2022-11,2655,499
lesechos,2022-12,2396,364
lesechos,2023-01,2819,419
lesechos,2023-02,2580,362
lesechos,2023-03,2847,465
lesechos,2023-04,2393,381
lesechos,2023-05,2373,360
lesechos,2023-06,2751,478
lesechos,2023-07,2201,394
lesechos,2023-08,1881,268
lesechos,2023-09,2679,491
lesechos,2023-10,2685,395
lesechos,2023-11,2604,421
lesechos,2023-12,2321,387
lesechos,2024-01,2654,411
lesechos,2024-02,2626,422
lesechos,2024-03,2631,375
lesechos,2024-04,2521,390
lesechos,2024-05,2486,395
lesechos,2024-06,2702,345
lesechos,2024-07,2496,297
lesechos,2024-08,1791,222
lesechos,2024-09,3148,378
lesechos,2024-10,2212,251
liberation,1998-01,2247,6
liberation,1998-02,2173,11
liberation,1998-03,2407,12
liberation,1998-04,2119,8
liberation,1998-05,2008,12
liberation,1998-06,2095,5
liberation,1998-07,1673,6
liberation,1998-08,1382,8
liberation,1998-09,2062,7
liberation,1998-10,2042,14
liberation,1998-11,1887,17
liberation,1998-12,2103,13
liberation,1999-01,2035,15
liberation,1999-02,2018,12
liberation,1999-03,2238,10
liberation,1999-04,1996,8
liberation,1999-05,2083,8
liberation,1999-06,2239,12
liberation,1999-07,1894,13
liberation,1999-08,1759,11
liberation,1999-09,2100,12
liberation,1999-10,2222,14
liberation,1999-11,2268,18
liberation,1999-12,2144,22
liberation,2000-01,2198,33
liberation,2000-02,2047,13
liberation,2000-03,2517,16
liberation,2000-04,2049,22
liberation,2000-05,2438,21
liberation,2000-06,2422,14
liberation,2000-07,2199,17
liberation,2000-08,1958,18
liberation,2000-09,2564,32
liberation,2000-10,2628,19
liberation,2000-11,2587,47
liberation,2000-12,2445,29
liberation,2001-01,2597,17
liberation,2001-02,2507,16
liberation,2001-03,2662,30
liberation,2001-04,2419,22
liberation,2001-05,2922,27
liberation,2001-06,2549,43
liberation,2001-07,2113,31
liberation,2001-08,1825,14
liberation,2001-09,2334,17
liberation,2001-10,2506,21
liberation,2001-11,2497,22
liberation,2001-12,2402,22
liberation,2002-01,2279,25
liberation,2002-02,2322,30
liberation,2002-03,2601,31
liberation,2002-04,2305,17
liberation,2002-05,2301,31
liberation,2002-06,2412,27
liberation,2002-07,2126,29
liberation,2002-08,1762,62
liberation,2002-09,2348,42
liberation,2002-10,2442,25
liberation,2002-11,2348,45
liberation,2002-12,2164,33
liberation,2003-01,2112,23
liberation,2003-02,2211,20
liberation,2003-03,2277,27
liberation,2003-04,2167,24
liberation,2003-05,2376,40
liberation,2003-06,2277,29
liberation,2003-07,2155,27
liberation,2003-08,1767,44
liberation,2003-09,2438,46
liberation,2003-10,2629,56
liberation,2003-11,2304,44
liberation,2003-12,2250,51
liberation,2004-01,2693,48
liberation,2004-02,2475,45
liberation,2004-03,2886,43
liberation,2004-04,2526,57
liberation,2004-05,2636,45
liberation,2004-06,2722,68
liberation,2004-07,2178,34
liberation,2004-08,2136,32
liberation,2004-09,2509,56
liberation,2004-10,2460,47
liberation,2004-11,2504,53
liberation,2004-12,2414,51
liberation,2005-01,2447,49
liberation,2005-02,2429,71
liberation,2005-03,2684,59
liberation,2005-04,2519,33
liberation,2005-05,2646,59
liberation,2005-06,2615,54
liberation,2005-07,2118,42
liberation,2005-08,1921,46
liberation,2005-09,2544,32
liberation,2005-10,2481,39
liberation,2005-11,2096,45
liberation,2005-12,2383,42
liberation,2006-01,2366,42
liberation,2006-02,2450,35
liberation,2006-03,2547,38
liberation,2006-04,2290,41
liberation,2006-05,2363,59
liberation,2006-06,2622,57
liberation,2006-07,2259,31
liberation,2006-08,2023,48
liberation,2006-09,2537,77
liberation,2006-10,2593,76
liberation,2006-11,2720,82
liberation,2006-12,2153,40
liberation,2007-01,2489,96
liberation,2007-02,2434,74
liberation,2007-03,2748,81
liberation,2007-04,2271,75
liberation,2007-05,2419,97
liberation,2007-06,2485,91
liberation,2007-07,1881,54
liberation,2007-08,1675,68
liberation,2007-09,2207,93
liberation,2007-10,2223,86
liberation,2007-11,2235,79
liberation,2007-12,1815,86
liberation,2008-01,2249,70
liberation,2008-02,1997,56
liberation,2008-03,2103,48
liberation,2008-04,2156,97
liberation,2008-05,2089,65
liberation,2008-06,2596,83
liberation,2008-07,2012,58
liberation,2008-08,1975,53
liberation,2008-09,2843,115
liberation,2008-10,2242,69
liberation,2008-11,2038,55
liberation,2008-12,2087,81
liberation,2009-01,2056,59
liberation,2009-02,1922,50
liberation,2009-03,2220,40
liberation,2009-04,2047,62
liberation,2009-05,2043,58
liberation,2009-06,2178,89
liberation,2009-07,2285,73
liberation,2009-08,1835,55
liberation,2009-09,2380,102
liberation,2009-10,2361,68
liberation,2009-11,2158,93
liberation,2009-12,2038,174
liberation,2010-01,2061,56
liberation,2010-02,2074,53
liberation,2010-03,2380,81
liberation,2010-04,2114,48
liberation,2010-05,2342,52
liberation,2010-06,2296,39
liberation,2010-07,2163,46
liberation,2010-08,2094,59
liberation,2010-09,2467,63
liberation,2010-10,2579,67
liberation,2010-11,2539,61
liberation,2010-12,2414,62
liberation,2011-01,2584,46
liberation,2011-02,2308,34
liberation,2011-03,2516,46
liberation,2011-04,2402,43
liberation,2011-05,2538,44
liberation,2011-06,2472,43
liberation,2011-07,2167,35
liberation,2011-08,2057,25
liberation,2011-09,2413,42
liberation,2011-10,2441,47
liberation,2011-11,2588,72
liberation,2011-12,2332,51
liberation,2012-01,2860,60
liberation,2012-02,2740,57
liberation,2012-03,3041,54
liberation,2012-04,2936,48
liberation,2012-05,3043,53
liberation,2012-06,3083,85
liberation,2012-07,2390,50
liberation,2012-08,2472,67
liberation,2012-09,2815,71
liberation,2012-10,2793,61
liberation,2012-11,2588,70
liberation,2012-12,2307,58
liberation,2013-01,2678,56
liberation,2013-02,2517,43
liberation,2013-03,2561,51
liberation,2013-04,2473,70
liberation,2013-05,2386,43
liberation,2013-06,2611,60
liberation,2013-07,2588,75
liberation,2013-08,2031,71
liberation,2013-09,2707,111
liberation,2013-10,3165,93
liberation,2013-11,2552,75
liberation,2013-12,2379,49
liberation,2014-01,2706,70
liberation,2014-02,2508,69
liberation,2014-03,2715,63
liberation,2014-04,2618,96
liberation,2014-05,2764,70
liberation,2014-06,2674,88
liberation,2014-07,2495,47
liberation,2014-08,2290,48
liberation,2014-09,2703,67
liberation,2014-10,2589,97
liberation,2014-11,2330,88
liberation,2014-12,2318,92
liberation,2015-01,2331,53
liberation,2015-02,2029,43
liberation,2015-03,2124,52
liberation,2015-04,1797,51
liberation,2015-05,2048,69
liberation,2015-06,2015,89
liberation,2015-07,1868,60
liberation,2015-08,1536,59
liberation,2015-09,2077,107
liberation,2015-10,2165,117
liberation,2015-11,2035,151
liberation,2015-12,1937,156
liberation,2016-01,1909,47
liberation,2016-02,1781,44
liberation,2016-03,2024,40
liberation,2016-04,1842,46
liberation,2016-05,2069,51
liberation,2016-06,2076,61
liberation,2016-07,1842,48
liberation,2016-08,1690,45
liberation,2016-09,2074,101
liberation,2016-10,1941,67
liberation,2016-11,2104,69
liberation,2016-12,1975,82
liberation,2017-01,2017,134
liberation,2017-02,1793,76
liberation,2017-03,2245,88
liberation,2017-04,1794,68
liberation,2017-05,2158,89
liberation,2017-06,1901,89
liberation,2017-07,1628,72
liberation,2017-08,1424,62
liberation,2017-09,1848,91
liberation,2017-10,1958,82
liberation,2017-11,1891,92
liberation,2017-12,1840,94
liberation,2018-01,1936,93
liberation,2018-02,1747,77
liberation,2018-03,1906,92
liberation,2018-04,1858,82
liberation,2018-05,2076,104
liberation,2018-06,2098,71
liberation,2018-07,1793,84
liberation,2018-08,1470,113
liberation,2018-09,1719,135
liberation,2018-10,1896,142
liberation,2018-11,1880,182
liberation,2018-12,1529,150
liberation,2019-01,1847,138
liberation,2019-02,1625,131
liberation,2019-03,1846,166
liberation,2019-04,1678,120
liberation,2019-05,2078,211
liberation,2019-06,1664,142
liberation,2019-07,1787,201
liberation,2019-08,1383,139
liberation,2019-09,1731,200
liberation,2019-10,1867,148
liberation,2019-11,1614,142
liberation,2019-12,1664,158
liberation,2020-01,1807,159
liberation,2020-02,1673,118
liberation,2020-03,1933,122
liberation,2020-04,1723,115
liberation,2020-05,1640,159
liberation,2020-06,1564,152
liberation,2020-07,1439,144
liberation,2020-08,1040,79
liberation,2020-09,1370,139
liberation,2020-10,1516,109
liberation,2020-11,1706,115
liberation,2020-12,1277,108
liberation,2021-01,1221,74
liberation,2021-02,1900,132
liberation,2021-03,2598,209
liberation,2021-04,1594,128
liberation,2021-05,1950,153
liberation,2021-06,2112,167
liberation,2021-07,2097,165
liberation,2021-08,1585,128
liberation,2021-09,2032,208
liberation,2021-10,1885,204
liberation,2021-11,1892,239
liberation,2021-12,1897,142
liberation,2022-01,2038,167
liberation,2022-02,1990,172
liberation,2022-03,2118,206
liberation,2022-04,1996,192
liberation,2022-05,1915,219
liberation,2022-06,2091,261
liberation,2022-07,1771,272
liberation,2022-08,1559,256
liberation,2022-09,2105,312
liberation,2022-10,1980,292
liberation,2022-11,2098,339
liberation,2022-12,1977,223
liberation,2023-01,2045,243
liberation,2023-02,1762,192
liberation,2023-03,2076,275
liberation,2023-04,1864,233
liberation,2023-05,1915,266
liberation,2023-06,2249,315
liberation,2023-07,1911,273
liberation,2023-08,1730,299
liberation,2023-09,2271,332
liberation,2023-10,2140,262
liberation,2023-11,2203,307
liberation,2023-12,1945,261
liberation,2024-01,2177,276
liberation,2024-02,2155,255
liberation,2024-03,2520,268
liberation,2024-04,2571,259
liberation,2024-05,857,115
mediapart,2008-03,73,3
mediapart,2008-04,57,1
mediapart,2008-05,42,3
mediapart,2008-06,53,6
mediapart,2008-07,131,7
mediapart,2008-08,75,5
mediapart,2008-09,122,8
mediapart,2008-10,112,11
mediapart,2008-11,89,9
mediapart,2008-12,111,14
mediapart,2009-01,87,2
mediapart,2009-02,84,2
mediapart,2009-03,95,2
mediapart,2009-04,78,5
mediapart,2009-05,91,5
mediapart,2009-06,68,8
mediapart,2009-07,83,11
mediapart,2009-08,68,7
mediapart,2009-09,73,13
mediapart,2009-10,65,5
mediapart,2009-11,88,11
mediapart,2009-12,106,24
mediapart,2010-01,85,7
mediapart,2010-02,66,3
mediapart,2010-03,80,10
mediapart,2010-04,86,10
mediapart,2010-05,95,8
mediapart,2010-06,97,8
mediapart,2010-07,100,4
mediapart,2010-08,85,5
mediapart,2010-09,96,6
mediapart,2010-10,98,10
mediapart,2010-11,87,8
mediapart,2010-12,82,5
mediapart,2011-01,75,1
mediapart,2011-02,58,4
mediapart,2011-03,67,5
mediapart,2011-04,100,7
mediapart,2011-05,132,7
mediapart,2011-06,111,8
mediapart,2011-07,118,16
mediapart,2011-08,98,2
mediapart,2011-09,105,10
mediapart,2011-10,138,8
mediapart,2011-11,121,15
mediapart,2011-12,116,7
mediapart,2012-01,115,10
mediapart,2012-02,104,9
mediapart,2012-03,100,5
mediapart,2012-04,117,9
mediapart,2012-05,99,9
mediapart,2012-06,136,21
mediapart,2012-07,106,11
mediapart,2012-08,77,3
mediapart,2012-09,112,17
mediapart,2012-10,125,10
mediapart,2012-11,121,10
mediapart,2012-12,105,7
mediapart,2013-01,122,8
mediapart,2013-02,102,7
mediapart,2013-03,120,7
mediapart,2013-04,140,13
mediapart,2013-05,130,8
mediapart,2013-06,132,10
mediapart,2013-07,138,7
mediapart,2013-08,88,9
mediapart,2013-09,145,16
mediapart,2013-10,129,10
mediapart,2013-11,128,13
mediapart,2013-12,114,13
mediapart,2014-01,141,10
mediapart,2014-02,157,13
mediapart,2014-03,159,10
mediapart,2014-04,146,16
mediapart,2014-05,152,9
mediapart,2014-06,151,17
mediapart,2014-07,170,11
mediapart,2014-08,141,9
mediapart,2014-09,170,21
mediapart,2014-10,181,23
mediapart,2014-11,155,10
mediapart,2014-12,156,10
mediapart,2015-01,179,7
mediapart,2015-02,147,7
mediapart,2015-03,189,14
mediapart,2015-04,165,7
mediapart,2015-05,181,16
mediapart,2015-06,200,10
mediapart,2015-07,188,19
mediapart,2015-08,135,12
mediapart,2015-09,217,14
mediapart,2015-10,183,19
mediapart,2015-11,209,32
mediapart,2015-12,215,28
mediapart,2016-01,183,17
mediapart,2016-02,183,19
mediapart,2016-03,212,12
mediapart,2016-04,184,11
mediapart,2016-05,191,11
mediapart,2016-06,228,11
mediapart,2016-07,194,14
mediapart,2016-08,143,5
mediapart,2016-09,177,14
mediapart,2016-10,199,11
mediapart,2016-11,216,19
mediapart,2016-12,227,9
mediapart,2017-01,224,11
mediapart,2017-02,202,9
mediapart,2017-03,243,14
mediapart,2017-04,241,16
mediapart,2017-05,210,16
mediapart,2017-06,188,22
mediapart,2017-07,198,21
mediapart,2017-08,155,14
mediapart,2017-09,184,24
mediapart,2017-10,236,16
mediapart,2017-11,167,18
mediapart,2017-12,186,21
mediapart,2018-01,174,18
mediapart,2018-02,178,9
mediapart,2018-03,232,20
mediapart,2018-04,198,20
mediapart,2018-05,197,8
mediapart,2018-06,216,13
mediapart,2018-07,181,12
mediapart,2018-08,154,21
mediapart,2018-09,178,20
mediapart,2018-10,221,30
mediapart,2018-11,240,39
mediapart,2018-12,228,41
mediapart,2019-01,263,22
mediapart,2019-02,256,19
mediapart,2019-03,311,26
mediapart,2019-04,280,17
mediapart,2019-05,308,67
mediapart,2019-06,259,34
mediapart,2019-07,283,44
mediapart,2019-08,203,34
mediapart,2019-09,294,44
mediapart,2019-10,351,58
mediapart,2019-11,251,27
mediapart,2019-12,265,27
mediapart,2020-01,260,29
mediapart,2020-02,270,29
mediapart,2020-03,359,34
mediapart,2020-04,324,32
mediapart,2020-05,292,23
mediapart,2020-06,315,26
mediapart,2020-07,268,32
mediapart,2020-08,209,26
mediapart,2020-09,311,34
mediapart,2020-10,318,30
mediapart,2020-11,348,33
mediapart,2020-12,313,40
mediapart,2021-01,298,25
mediapart,2021-02,267,18
mediapart,2021-03,333,43
mediapart,2021-04,293,28
mediapart,2021-05,317,27
mediapart,2021-06,344,37
mediapart,2021-07,301,43
mediapart,2021-08,242,32
mediapart,2021-09,308,56
mediapart,2021-10,325,41
mediapart,2021-11,316,46
mediapart,2021-12,310,29
mediapart,2022-01,309,36
mediapart,2022-02,329,43
mediapart,2022-03,448,36
mediapart,2022-04,388,42
mediapart,2022-05,298,31
mediapart,2022-06,330,41
mediapart,2022-07,292,53
mediapart,2022-08,250,53
mediapart,2022-09,299,41
mediapart,2022-10,343,51
mediapart,2022-11,311,65
mediapart,2022-12,308,50
mediapart,2023-01,296,33
mediapart,2023-02,297,31
mediapart,2023-03,353,40
mediapart,2023-04,331,43
mediapart,2023-05,328,49
mediapart,2023-06,349,42
mediapart,2023-07,324,58
mediapart,2023-08,295,44
mediapart,2023-09,316,49
mediapart,2023-10,412,29
mediapart,2023-11,393,41
mediapart,2023-12,364,55
mediapart,2024-01,348,49
mediapart,2024-02,333,54
mediapart,2024-03,340,46
