media,month,total,query_climatique,query_effet_de_serre,query_biodiversite,query_transition,query_durable
lemonde,1991-05,3394,9,6,0,0,1
lemonde,1991-06,3260,4,3,0,0,2
lemonde,1991-07,2938,10,5,0,0,1
lemonde,1991-08,2607,5,5,0,0,0
lemonde,1991-09,3173,5,3,1,0,3
lemonde,1991-10,3557,2,6,0,0,2
lemonde,1991-11,3323,5,4,0,0,0
lemonde,1991-12,3250,10,5,1,0,2
lemonde,1992-01,3259,5,3,0,0,0
lemonde,1992-02,3293,9,7,0,0,2
lemonde,1992-03,3663,11,12,0,0,5
lemonde,1992-04,3418,7,6,0,0,6
lemonde,1992-05,3355,7,10,0,0,4
lemonde,1992-06,3345,26,35,21,1,16
lemonde,1992-07,3186,13,8,1,0,2
lemonde,1992-08,2561,5,3,1,0,3
lemonde,1992-09,3509,10,8,0,0,2
lemonde,1992-10,3526,3,5,1,0,2
lemonde,1992-11,3387,8,2,1,0,1
lemonde,1992-12,3483,11,4,2,0,2
lemonde,1993-01,3653,5,6,2,0,2
lemonde,1993-02,3281,11,3,0,0,3
lemonde,1993-03,3978,4,4,0,0,0
lemonde,1993-04,3381,5,4,1,0,5
lemonde,1993-05,3544,9,4,3,0,5
lemonde,1993-06,3466,8,3,8,0,2
lemonde,1993-07,3282,5,3,1,0,4
lemonde,1993-08,2528,3,1,1,0,1
lemonde,1993-09,3400,10,2,0,0,0
lemonde,1993-10,3830,9,1,0,0,2
lemonde,1993-11,3769,14,9,4,0,11
lemonde,1993-12,3824,14,6,4,0,4
lemonde,1994-01,3701,8,1,0,0,5
lemonde,1994-02,3658,16,2,2,0,9
lemonde,1994-03,4179,6,1,1,0,5
lemonde,1994-04,3796,8,3,1,0,5
lemonde,1994-05,3789,2,5,0,0,5
lemonde,1994-06,3801,9,5,2,0,6
lemonde,1994-07,3478,6,4,0,0,2
lemonde,1994-08,2641,2,0,0,0,1
lemonde,1994-09,3640,11,4,1,0,9
lemonde,1994-10,3865,9,2,0,0,3
lemonde,1994-11,3703,7,5,0,0,2
lemonde,1994-12,3581,7,1,0,0,3
lemonde,1995-01,3278,8,4,2,0,4
lemonde,1995-02,2860,13,4,3,0,1
lemonde,1995-03,3192,13,9,1,0,5
lemonde,1995-04,2931,11,8,2,0,2
lemonde,1995-05,3182,8,2,0,0,2
lemonde,1995-06,3288,12,1,1,0,3
lemonde,1995-07,2393,7,5,0,0,3
lemonde,1995-08,2114,7,1,2,0,1
lemonde,1995-09,3110,10,8,0,0,2
lemonde,1995-10,3198,15,6,3,0,2
lemonde,1995-11,2988,10,1,5,0,2
lemonde,1995-12,3000,16,7,5,0,4
lemonde,1996-01,3019,16,2,2,0,2
lemonde,1996-02,3286,12,2,1,0,3
lemonde,1996-03,3604,9,2,1,0,4
lemonde,1996-04,3168,14,7,1,0,4
lemonde,1996-05,3305,13,3,0,0,3
lemonde,1996-06,3523,13,3,1,0,7
lemonde,1996-07,3044,11,3,1,0,3
lemonde,1996-08,2378,8,6,1,0,0
lemonde,1996-09,3226,12,1,0,0,6
lemonde,1996-10,4151,7,4,2,0,4
lemonde,1996-11,4332,3,3,2,0,12
lemonde,1996-12,4093,21,2,3,0,8
lemonde,1997-01,4562,20,7,1,0,6
lemonde,1997-02,4484,12,3,1,0,6
lemonde,1997-03,4741,9,1,1,0,3
lemonde,1997-04,4208,12,6,2,0,5
lemonde,1997-05,4718,11,9,1,0,5
lemonde,1997-06,4732,18,16,4,0,20
lemonde,1997-07,4147,11,6,3,0,8
lemonde,1997-08,3363,18,7,1,0,2
lemonde,1997-09,4447,12,5,3,0,2
lemonde,1997-10,5102,25,15,1,0,9
lemonde,1997-11,4821,32,33,2,1,13
lemonde,1997-12,4483,32,38,3,0,11
lemonde,1998-01,4709,13,7,2,0,12
lemonde,1998-02,4429,16,2,1,0,8
lemonde,1998-03,5085,24,4,1,0,7
lemonde,1998-04,4987,21,2,6,0,11
lemonde,1998-05,5230,25,5,1,0,12
lemonde,1998-06,5139,11,8,3,0,5
lemonde,1998-07,4735,14,3,1,0,8
lemonde,1998-08,3153,5,7,4,0,8
lemonde,1998-09,5036,21,6,3,0,16
lemonde,1998-10,5186,17,11,7,0,6
lemonde,1998-11,4783,34,24,3,0,9
lemonde,1998-12,4877,13,6,3,0,5
lemonde,1999-01,5011,13,9,1,0,13
lemonde,1999-02,4802,17,6,6,0,14
lemonde,1999-03,4935,9,4,10,1,10
lemonde,1999-04,5297,14,6,8,0,12
lemonde,1999-05,5157,6,2,0,0,7
lemonde,1999-06,5362,13,7,8,0,9
lemonde,1999-07,4228,10,3,1,0,16
lemonde,1999-08,3419,13,6,0,0,5
lemonde,1999-09,4800,9,9,4,0,7
lemonde,1999-10,5299,6,7,9,0,17
lemonde,1999-11,4818,34,7,12,0,8
lemonde,1999-12,5067,23,8,3,0,14
lemonde,2000-01,5576,60,50,13,0,18
lemonde,2000-02,5517,15,4,3,0,10
lemonde,2000-03,6250,13,9,10,0,12
lemonde,2000-04,5448,20,11,6,0,24
lemonde,2000-05,6387,17,8,4,0,18
lemonde,2000-06,5964,17,11,3,0,17
lemonde,2000-07,4836,9,6,5,0,6
lemonde,2000-08,4237,23,13,8,0,10
lemonde,2000-09,6910,39,37,2,0,29
lemonde,2000-10,6117,25,11,4,0,10
lemonde,2000-11,6039,89,97,2,0,37
lemonde,2000-12,5826,26,29,6,0,10
lemonde,2001-01,7598,43,18,9,0,33
lemonde,2001-02,9095,58,30,10,0,27
lemonde,2001-03,11116,59,33,15,0,35
lemonde,2001-04,9157,74,56,10,0,25
lemonde,2001-05,9631,58,39,22,0,55
lemonde,2001-06,9059,90,78,8,0,64
lemonde,2001-07,7474,66,57,3,0,31
lemonde,2001-08,6641,30,12,4,0,14
lemonde,2001-09,9340,34,40,8,0,27
lemonde,2001-10,9576,32,23,4,2,27
lemonde,2001-11,7721,46,25,4,0,39
lemonde,2001-12,6890,35,16,4,0,45
lemonde,2002-01,7313,38,20,20,0,55
lemonde,2002-02,7160,35,44,8,0,63
lemonde,2002-03,7992,38,24,12,0,67
lemonde,2002-04,8254,32,15,25,0,35
lemonde,2002-05,7978,43,30,14,0,67
lemonde,2002-06,8781,56,32,22,0,68
lemonde,2002-07,5722,26,9,6,0,49
lemonde,2002-08,4232,57,18,16,1,68
lemonde,2002-09,6899,51,29,41,0,114
lemonde,2002-10,7336,19,14,14,0,45
lemonde,2002-11,7029,39,28,17,0,58
lemonde,2002-12,4429,17,8,6,0,28
lemonde,2003-01,4327,22,10,8,0,30
lemonde,2003-02,4381,27,10,1,0,25
lemonde,2003-03,4716,17,3,3,0,19
lemonde,2003-04,4429,17,5,4,0,19
lemonde,2003-05,4473,15,9,2,0,27
lemonde,2003-06,4589,15,10,7,0,57
lemonde,2003-07,4289,27,14,4,0,23
lemonde,2003-08,3367,86,48,6,2,46
lemonde,2003-09,4677,50,33,8,0,37
lemonde,2003-10,5094,26,14,8,0,38
lemonde,2003-11,4805,32,23,7,0,48
lemonde,2003-12,4604,28,17,6,0,26
lemonde,2004-01,4603,25,13,6,0,27
lemonde,2004-02,4718,23,9,6,0,37
lemonde,2004-03,5340,20,15,4,0,35
lemonde,2004-04,4567,27,12,5,0,38
lemonde,2004-05,3876,24,21,4,0,47
lemonde,2004-06,4205,49,38,8,0,73
lemonde,2004-07,3239,16,12,2,0,10
lemonde,2004-08,3238,16,8,2,0,11
lemonde,2004-09,4092,23,20,7,0,30
lemonde,2004-10,4106,27,16,5,0,22
lemonde,2004-11,4011,32,21,15,0,44
lemonde,2004-12,3537,38,23,6,0,24
lemonde,2005-01,3876,40,14,19,0,28
lemonde,2005-02,3787,33,24,6,0,31
lemonde,2005-03,5139,40,17,16,0,44
lemonde,2005-04,4170,20,8,6,0,39
lemonde,2005-05,4624,37,16,29,0,60
lemonde,2005-06,4511,43,24,8,0,33
lemonde,2005-07,3287,43,23,5,0,20
lemonde,2005-08,3010,29,10,1,0,24
lemonde,2005-09,4411,39,28,3,0,38
lemonde,2005-10,4273,24,16,6,0,25
lemonde,2005-11,4469,39,32,9,0,36
lemonde,2005-12,4513,37,22,7,0,28
lemonde,2006-01,4480,39,20,4,0,18
lemonde,2006-02,4087,26,8,3,0,19
lemonde,2006-03,4394,24,11,10,0,20
lemonde,2006-04,4153,20,16,10,2,26
lemonde,2006-05,4453,28,23,13,0,58
lemonde,2006-06,4717,32,23,9,0,21
lemonde,2006-07,3365,37,12,7,1,21
lemonde,2006-08,3227,28,12,8,0,16
lemonde,2006-09,4103,41,19,1,0,26
lemonde,2006-10,4348,61,41,6,1,41
lemonde,2006-11,4341,55,38,16,0,46
lemonde,2006-12,4109,49,21,9,1,35
lemonde,2007-01,4473,86,42,13,0,53
lemonde,2007-02,4177,74,32,12,0,50
lemonde,2007-03,5063,81,42,11,0,76
lemonde,2007-04,5092,75,39,16,0,57
lemonde,2007-05,4990,98,51,20,0,73
lemonde,2007-06,5183,96,56,11,0,75
lemonde,2007-07,4138,47,17,8,0,38
lemonde,2007-08,3630,60,24,10,0,25
lemonde,2007-09,4639,86,42,27,0,48
lemonde,2007-10,4862,95,48,35,2,62
lemonde,2007-11,4586,74,34,12,0,64
lemonde,2007-12,4251,92,47,8,0,51
lemonde,2008-01,4475,74,38,12,0,57
lemonde,2008-02,4455,48,19,15,0,43
lemonde,2008-03,4582,73,21,12,0,56
lemonde,2008-04,4097,79,26,17,0,71
lemonde,2008-05,4453,65,27,14,2,55
lemonde,2008-06,4506,110,33,32,0,62
lemonde,2008-07,3783,70,42,9,1,40
lemonde,2008-08,3755,47,14,14,0,32
lemonde,2008-09,4249,56,27,5,0,68
lemonde,2008-10,4361,88,37,17,1,73
lemonde,2008-11,4270,76,27,20,2,63
lemonde,2008-12,4178,99,63,17,0,58
lemonde,2009-01,4358,98,34,16,0,53
lemonde,2009-02,4614,70,26,24,0,47
lemonde,2009-03,4796,72,28,19,0,56
lemonde,2009-04,4605,75,30,14,0,68
lemonde,2009-05,4497,65,25,24,0,52
lemonde,2009-06,4967,92,32,24,0,98
lemonde,2009-07,4261,95,37,12,0,52
lemonde,2009-08,3635,69,25,15,0,52
lemonde,2009-09,4868,143,58,12,2,61
lemonde,2009-10,5241,123,44,24,1,65
lemonde,2009-11,4945,181,98,12,2,83
lemonde,2009-12,4659,236,136,24,1,96
lemonde,2010-01,4645,93,40,22,4,54
lemonde,2010-02,4701,80,37,26,1,62
lemonde,2010-03,5411,107,33,29,3,75
lemonde,2010-04,5444,94,27,26,1,56
lemonde,2010-05,5167,73,29,32,0,61
lemonde,2010-06,5713,51,29,22,0,47
lemonde,2010-07,5097,61,18,27,0,53
lemonde,2010-08,4355,94,50,21,2,47
lemonde,2010-09,5491,70,15,30,2,64
lemonde,2010-10,5644,66,36,50,0,50
lemonde,2010-11,5426,123,54,19,4,80
lemonde,2010-12,5306,115,39,20,1,62
lemonde,2011-01,5338,83,20,12,2,49
lemonde,2011-02,5113,63,22,20,0,53
lemonde,2011-03,6067,61,30,14,2,85
lemonde,2011-04,5259,63,33,15,6,99
lemonde,2011-05,5467,58,23,20,7,84
lemonde,2011-06,5130,72,28,28,6,82
lemonde,2011-07,4521,67,23,19,4,62
lemonde,2011-08,4397,67,14,19,5,38
lemonde,2011-09,5859,57,24,14,3,77
lemonde,2011-10,6410,67,32,24,13,74
lemonde,2011-11,6214,115,45,32,26,110
lemonde,2011-12,6388,85,43,13,5,52
lemonde,2012-01,6313,79,34,26,18,91
lemonde,2012-02,6161,78,29,23,10,77
lemonde,2012-03,6855,101,27,19,6,81
lemonde,2012-04,6908,61,28,29,18,75
lemonde,2012-05,7326,69,24,40,21,94
lemonde,2012-06,6232,66,23,46,24,126
lemonde,2012-07,4054,51,9,22,20,42
lemonde,2012-08,3603,64,17,21,10,37
lemonde,2012-09,4531,64,26,24,40,75
lemonde,2012-10,4909,70,30,36,25,78
lemonde,2012-11,4654,84,32,26,33,72
lemonde,2012-12,4000,63,37,18,22,57
lemonde,2013-01,4381,52,21,20,31,58
lemonde,2013-02,4151,52,22,25,15,40
lemonde,2013-03,4405,50,16,13,18,42
lemonde,2013-04,4590,45,24,16,19,54
lemonde,2013-05,4559,76,26,15,32,55
lemonde,2013-06,4452,52,20,14,21,52
lemonde,2013-07,4030,52,20,20,61,63
lemonde,2013-08,3428,53,19,16,21,27
lemonde,2013-09,4254,69,34,19,49,73
lemonde,2013-10,4665,65,28,18,26,66
lemonde,2013-11,4375,59,36,14,22,60
lemonde,2013-12,3733,47,10,17,26,53
lemonde,2014-01,4058,51,16,13,24,47
lemonde,2014-02,3857,52,16,13,25,44
lemonde,2014-03,4179,58,20,18,39,43
lemonde,2014-04,3851,53,12,17,54,62
lemonde,2014-05,4290,68,16,18,30,53
lemonde,2014-06,4254,64,21,15,46,68
lemonde,2014-07,3506,35,18,10,14,32
lemonde,2014-08,2995,23,10,10,14,18
lemonde,2014-09,4279,68,34,15,29,48
lemonde,2014-10,4232,58,23,16,67,69
lemonde,2014-11,3671,80,33,19,37,48
lemonde,2014-12,3490,69,32,17,26,54
lemonde,2015-01,4085,50,23,16,32,39
lemonde,2015-02,3778,68,28,13,23,47
lemonde,2015-03,4284,75,25,27,32,56
lemonde,2015-04,2897,44,15,10,17,36
lemonde,2015-05,1976,53,17,15,15,23
lemonde,2015-06,4332,140,60,34,27,83
lemonde,2015-07,3642,74,30,16,37,51
lemonde,2015-08,2751,74,35,18,27,43
lemonde,2015-09,4200,106,45,13,39,86
lemonde,2015-10,4090,174,67,23,41,75
lemonde,2015-11,3834,234,103,17,52,101
lemonde,2015-12,3724,228,100,10,41,109
lemonde,2016-01,3756,56,14,25,21,56
lemonde,2016-02,3900,56,24,37,31,51
lemonde,2016-03,4414,56,17,38,36,51
lemonde,2016-04,3960,68,22,24,37,58
lemonde,2016-05,4309,93,32,30,28,68
lemonde,2016-06,4456,63,19,30,31,58
lemonde,2016-07,3205,49,20,17,18,32
lemonde,2016-08,3165,64,20,13,12,22
lemonde,2016-09,3873,106,32,27,28,55
lemonde,2016-10,3908,86,37,18,25,70
lemonde,2016-11,4112,152,55,24,38,80
lemonde,2016-12,3564,89,23,23,28,53
lemonde,2017-01,3981,96,22,18,62,75
lemonde,2017-02,3659,64,14,18,31,39
lemonde,2017-03,4250,115,28,34,40,72
lemonde,2017-04,3917,81,22,18,39,66
lemonde,2017-05,4035,112,28,25,66,60
lemonde,2017-06,4202,131,56,29,62,72
lemonde,2017-07,3240,85,25,22,72,40
lemonde,2017-08,2806,71,17,21,28,30
lemonde,2017-09,3741,116,20,22,51,51
lemonde,2017-10,3619,71,24,29,66,58
lemonde,2017-11,3695,133,45,27,93,87
lemonde,2017-12,3350,135,41,27,68,65
lemonde,2018-01,3560,77,17,20,69,53
lemonde,2018-02,3472,86,13,16,49,55
lemonde,2018-03,3916,87,19,32,56,59
lemonde,2018-04,3396,73,17,30,47,50
lemonde,2018-05,3574,83,33,29,56,69
lemonde,2018-06,3790,94,13,29,65,51
lemonde,2018-07,3219,80,25,33,41,30
lemonde,2018-08,2596,93,33,37,62,36
lemonde,2018-09,3357,122,31,47,105,66
lemonde,2018-10,3604,135,48,35,98,59
lemonde,2018-11,3322,183,55,39,177,92
lemonde,2018-12,3013,206,68,39,129,62
lemonde,2019-01,3290,133,40,31,98,65
lemonde,2019-02,2998,136,44,35,93,54
lemonde,2019-03,3380,190,43,40,107,61
lemonde,2019-04,3029,132,34,35,98,57
lemonde,2019-05,3246,169,40,82,87,63
lemonde,2019-06,3118,176,40,36,80,57
lemonde,2019-07,2734,164,33,47,95,36
lemonde,2019-08,2293,153,30,56,43,31
lemonde,2019-09,2985,199,61,39,79,61
lemonde,2019-10,3299,177,43,39,111,58
lemonde,2019-11,3009,182,52,48,87,49
lemonde,2019-12,2744,177,48,38,88,53
lemonde,2020-01,2958,200,42,50,83,51
lemonde,2020-02,2802,149,32,39,82,49
lemonde,2020-03,3055,125,28,20,58,24
lemonde,2020-04,2573,108,27,39,46,40
lemonde,2020-05,2468,129,25,41,81,39
lemonde,2020-06,2886,171,56,46,100,57
lemonde,2020-07,2574,115,39,49,98,40
lemonde,2020-08,2166,90,16,47,50,31
lemonde,2020-09,3128,184,43,60,122,65
lemonde,2020-10,3159,156,39,52,79,58
lemonde,2020-11,2976,118,28,29,67,47
lemonde,2020-12,2714,141,52,46,78,53
lemonde,2021-01,2824,125,28,48,62,44
lemonde,2021-02,2673,128,33,37,86,54
lemonde,2021-03,3054,154,42,38,83,54
lemonde,2021-04,2877,136,54,41,74,39
lemonde,2021-05,2863,124,33,39,67,37
lemonde,2021-06,3158,157,44,52,98,58
lemonde,2021-07,2698,172,42,46,69,31
lemonde,2021-08,2129,157,41,43,34,28
lemonde,2021-09,2964,241,49,78,104,74
lemonde,2021-10,3011,250,85,60,133,82
lemonde,2021-11,2896,249,95,55,107,100
lemonde,2021-12,2837,179,29,37,70,51
lemonde,2022-01,3067,171,41,39,74,53
lemonde,2022-02,2870,166,46,57,87,66
lemonde,2022-03,3192,192,24,50,115,71
lemonde,2022-04,2853,213,53,42,78,84
lemonde,2022-05,2852,190,45,52,121,70
lemonde,2022-06,3012,226,60,50,148,66
lemonde,2022-07,2701,234,53,72,134,67
lemonde,2022-08,2129,229,49,57,88,55
lemonde,2022-09,3027,273,61,70,146,89
lemonde,2022-10,3011,300,67,72,173,84
lemonde,2022-11,3082,330,98,79,142,110
lemonde,2022-12,2786,221,43,88,100,65
lemonde,2023-01,5716,387,105,119,249,145
lemonde,2023-02,5326,354,94,90,158,120
lemonde,2023-03,6181,435,103,130,246,135
lemonde,2023-04,5632,406,102,112,238,139
lemonde,2023-05,6046,498,128,114,236,132
lemonde,2023-06,6267,602,147,150,266,128
lemonde,2023-07,3432,290,57,71,141,66
lemonde,2023-08,2346,208,36,51,58,43
lemonde,2023-09,3207,304,66,74,146,89
lemonde,2023-10,927,87,27,18,47,21
leparisien,2000-10,878,2,2,0,0,1
leparisien,2000-11,7349,13,11,3,0,4
leparisien,2000-12,6546,13,8,0,0,5
leparisien,2001-01,7394,25,3,1,0,5
leparisien,2001-02,7126,15,2,2,0,2
leparisien,2001-03,6686,17,5,0,0,2
leparisien,2001-04,5179,11,2,1,0,5
leparisien,2001-05,6203,21,1,1,0,5
leparisien,2001-06,5945,12,4,1,0,2
leparisien,2001-07,6048,14,6,2,0,2
leparisien,2001-08,5335,8,3,1,0,4
leparisien,2001-09,6720,6,3,3,0,4
leparisien,2001-10,7768,14,3,1,0,12
leparisien,2001-11,7417,14,1,0,0,4
leparisien,2001-12,6992,24,3,0,0,3
leparisien,2002-01,7161,23,0,0,0,4
leparisien,2002-02,6682,16,1,4,0,6
leparisien,2002-03,7488,17,5,0,0,8
leparisien,2002-04,6690,12,3,1,0,5
leparisien,2002-05,7456,17,2,1,0,13
leparisien,2002-06,7156,14,2,1,0,16
leparisien,2002-07,6306,18,2,2,0,10
leparisien,2002-08,5125,22,4,8,0,22
leparisien,2002-09,7041,10,4,4,0,29
leparisien,2002-10,7493,13,1,1,0,21
leparisien,2002-11,6639,9,2,1,0,21
leparisien,2002-12,6321,15,1,2,0,14
leparisien,2003-01,6872,55,0,0,0,16
leparisien,2003-02,6717,19,1,1,0,9
leparisien,2003-03,7625,18,1,1,0,14
leparisien,2003-04,6787,11,2,0,0,7
leparisien,2003-05,6830,13,1,2,0,28
leparisien,2003-06,6258,15,2,0,0,31
leparisien,2003-07,5775,12,4,2,0,11
leparisien,2003-08,5350,30,9,2,0,10
leparisien,2003-09,6172,14,4,1,0,20
leparisien,2003-10,7095,19,4,3,0,10
leparisien,2003-11,6767,10,2,0,0,5
leparisien,2003-12,6570,14,3,1,0,20
leparisien,2004-01,6495,18,4,1,0,10
leparisien,2004-02,6743,14,3,4,0,10
leparisien,2004-03,7184,8,5,3,0,10
leparisien,2004-04,6501,15,2,1,0,19
leparisien,2004-05,6712,16,7,1,0,13
leparisien,2004-06,6205,17,7,3,0,28
leparisien,2004-07,5420,21,6,3,0,12
leparisien,2004-08,5296,20,2,4,0,11
leparisien,2004-09,6111,8,6,0,0,26
leparisien,2004-10,6633,11,5,1,0,13
leparisien,2004-11,6932,6,4,7,0,19
leparisien,2004-12,6505,13,0,1,0,19
leparisien,2005-01,6854,17,2,5,0,10
leparisien,2005-02,6270,17,8,6,0,11
leparisien,2005-03,6852,29,2,6,0,21
leparisien,2005-04,6958,8,2,2,0,21
leparisien,2005-05,6810,9,5,8,0,31
leparisien,2005-06,6225,17,10,6,0,41
leparisien,2005-07,5780,12,8,3,0,28
leparisien,2005-08,5117,10,4,3,0,14
leparisien,2005-09,6833,13,12,3,0,42
leparisien,2005-10,6787,13,8,11,0,42
leparisien,2005-11,6819,21,10,1,0,29
leparisien,2005-12,6488,21,7,4,0,28
leparisien,2006-01,6855,30,5,3,0,29
leparisien,2006-02,6235,23,2,10,0,25
leparisien,2006-03,6682,19,7,4,0,34
leparisien,2006-04,5985,17,6,12,0,26
leparisien,2006-05,6942,21,7,10,0,63
leparisien,2006-06,6376,6,8,5,0,57
leparisien,2006-07,5245,21,9,2,0,10
leparisien,2006-08,4783,22,7,1,0,14
leparisien,2006-09,6351,17,11,3,0,36
leparisien,2006-10,6709,28,20,9,0,47
leparisien,2006-11,6625,26,12,7,0,72
leparisien,2006-12,5851,32,4,7,0,47
leparisien,2007-01,7208,53,22,10,0,75
leparisien,2007-02,6564,29,13,7,0,50
leparisien,2007-03,7247,29,18,6,0,60
leparisien,2007-04,6570,19,8,6,0,64
leparisien,2007-05,7033,37,20,10,0,74
leparisien,2007-06,6360,26,13,18,0,83
leparisien,2007-07,5806,27,11,13,0,49
leparisien,2007-08,1968,7,0,6,0,9
leparisien,2007-09,6899,29,14,9,0,66
leparisien,2007-10,8327,20,2,7,0,19
leparisien,2007-11,8308,5,3,3,0,13
leparisien,2007-12,8099,11,1,1,0,9
leparisien,2008-01,8642,13,2,7,0,9
leparisien,2008-02,8044,1,1,7,0,8
leparisien,2008-03,8531,9,0,1,0,10
leparisien,2008-04,8140,2,1,1,0,19
leparisien,2008-05,8397,1,0,5,0,9
leparisien,2008-06,8210,2,2,7,0,18
leparisien,2008-07,7420,10,4,5,0,45
leparisien,2008-08,7014,24,15,10,0,33
leparisien,2008-09,8398,34,10,13,0,77
leparisien,2008-10,8639,26,15,9,0,102
leparisien,2008-11,8288,33,11,11,0,95
leparisien,2008-12,8187,49,9,14,0,77
leparisien,2009-01,8239,60,8,5,0,72
leparisien,2009-02,7667,28,12,12,0,78
leparisien,2009-03,8358,24,6,13,0,105
leparisien,2009-04,8233,16,7,20,0,107
leparisien,2009-05,8071,12,5,17,0,60
leparisien,2009-06,7820,23,3,27,0,95
leparisien,2009-07,7046,32,14,11,0,54
leparisien,2009-08,6132,19,5,9,0,34
leparisien,2009-09,8270,36,26,14,0,69
leparisien,2009-10,8462,40,11,20,0,76
leparisien,2009-11,7949,55,15,10,0,71
leparisien,2009-12,7783,81,42,8,0,92
leparisien,2010-01,8313,61,16,15,1,84
leparisien,2010-02,7821,36,8,24,0,80
leparisien,2010-03,8637,37,11,12,0,72
leparisien,2010-04,7961,24,11,23,0,104
leparisien,2010-05,8148,16,5,38,0,92
leparisien,2010-06,8050,17,4,34,0,85
leparisien,2010-07,6981,16,3,28,0,43
leparisien,2010-08,6179,35,3,11,0,20
leparisien,2010-09,7956,20,2,23,1,70
leparisien,2010-10,7923,18,11,43,0,60
leparisien,2010-11,8315,28,9,20,0,75
leparisien,2010-12,7883,65,9,9,0,49
leparisien,2011-01,8514,28,4,15,0,60
leparisien,2011-02,7851,19,4,12,0,49
leparisien,2011-03,8557,31,9,4,1,75
leparisien,2011-04,7877,18,10,20,7,101
leparisien,2011-05,6854,12,5,17,1,66
leparisien,2011-06,6592,16,1,17,2,43
leparisien,2011-07,6495,19,5,6,0,36
leparisien,2011-08,6793,19,0,13,2,32
leparisien,2011-09,8563,20,12,10,1,77
leparisien,2011-10,8297,16,6,5,7,55
leparisien,2011-11,8415,26,16,16,11,96
leparisien,2011-12,8610,34,17,15,4,65
leparisien,2012-01,8788,31,4,16,7,62
leparisien,2012-02,8190,55,1,17,8,49
leparisien,2012-03,8874,34,9,13,4,85
leparisien,2012-04,8490,29,6,13,11,81
leparisien,2012-05,8685,14,6,14,4,53
leparisien,2012-06,8620,23,6,21,1,69
leparisien,2012-07,7564,28,3,14,0,38
leparisien,2012-08,7545,27,7,15,9,35
leparisien,2012-09,8442,14,6,23,12,58
leparisien,2012-10,8823,35,9,25,12,54
leparisien,2012-11,8606,39,9,22,11,43
leparisien,2012-12,8483,41,13,15,8,49
leparisien,2013-01,8724,38,15,12,6,42
